foot,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,timestamp
0.0,58.23,61.47,59.88,60.92,62.31,58.64,61.22,59.03,60.79,61.55,58.77,60.12,61.48,59.92,60.34,61.67,0
1.0,62.13,59.45,61.89,58.33,60.76,59.67,60.23,61.34,59.88,60.56,61.22,58.89,60.67,59.45,61.78,60.23,0
0.0,61.11416666666666,64.33041666666666,62.74625,63.77041666666667,65.1675,61.49791666666667,64.02583333333334,61.977916666666665,63.687916666666666,64.31416666666667,61.71958333333333,62.95791666666666,64.36291666666666,62.803333333333335,63.17791666666667,64.54958333333333,1
1.0,59.63875,57.00083333333333,59.39,55.91833333333333,58.279583333333335,57.22083333333333,57.78541666666666,58.79833333333334,57.43166666666667,58.06916666666667,58.72958333333333,56.46416666666667,58.193333333333335,57.010000000000005,59.270833333333336,57.73458333333333,1
0.0,63.99833333333333,67.19083333333333,65.6125,66.62083333333334,68.025,64.35583333333334,66.83166666666666,64.92583333333333,66.58583333333334,67.07833333333333,64.66916666666667,65.79583333333333,67.24583333333334,65.68666666666667,66.01583333333333,67.42916666666667,2
1.0,57.1475,54.55166666666667,56.89,53.50666666666667,55.799166666666665,54.77166666666667,55.34083333333333,56.25666666666667,54.983333333333334,55.57833333333333,56.23916666666666,54.038333333333334,55.71666666666667,54.57,56.76166666666667,55.23916666666666,2
0.0,66.8825,70.05125,68.47875,69.47125,70.8825,67.21375,69.6375,67.87375,69.48375,69.8425,67.61875,68.63374999999999,70.12875,68.57000000000001,68.85375,70.30875,3
1.0,54.65625,52.102500000000006,54.39,51.095,53.318749999999994,52.322500000000005,52.896249999999995,53.715,52.535000000000004,53.087500000000006,53.74875,51.6125,53.24,52.13,54.2525,52.74375,3
0.0,69.76666666666667,72.91166666666666,71.345,72.32166666666667,73.74,70.07166666666667,72.44333333333333,70.82166666666667,72.38166666666666,72.60666666666667,70.56833333333333,71.47166666666666,73.01166666666666,71.45333333333333,71.69166666666666,73.18833333333333,4
1.0,52.165000000000006,49.653333333333336,51.89,48.68333333333334,50.83833333333333,49.873333333333335,50.45166666666667,51.17333333333334,50.08666666666667,50.59666666666667,51.25833333333333,49.18666666666667,50.763333333333335,49.690000000000005,51.74333333333334,50.248333333333335,4
0.0,72.65083333333332,75.77208333333333,74.21125,75.17208333333333,76.5975,72.92958333333334,75.24916666666667,73.76958333333333,75.27958333333333,75.37083333333334,73.51791666666666,74.30958333333332,75.89458333333333,74.33666666666667,74.52958333333333,76.06791666666666,5
1.0,49.67375,47.20416666666667,49.39,46.27166666666667,48.35791666666667,47.42416666666667,48.007083333333334,48.631666666666675,47.638333333333335,48.10583333333334,48.767916666666665,46.76083333333334,48.28666666666667,47.25,49.23416666666667,47.752916666666664,5
