foot,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,timestamp
0.0,61.23,59.89,60.45,58.67,61.12,60.78,59.34,60.56,61.23,58.89,60.67,59.45,61.78,60.23,59.89,60.56,50
1.0,59.34,60.12,61.78,59.45,60.23,61.67,58.89,60.56,59.34,61.12,60.78,59.67,60.23,59.89,61.45,60.12,50
0.0,58.71125,57.459583333333335,57.94541666666667,56.272083333333335,58.610416666666666,58.29875,56.89541666666667,58.09708333333334,58.71125,56.49208333333333,58.165416666666665,57.02416666666667,59.242916666666666,57.79,57.413333333333334,58.083333333333336,51
1.0,62.22416666666667,63.03666666666666,64.595,62.30166666666667,63.165,64.44333333333333,61.83,63.48583333333333,62.164166666666674,63.971666666666664,63.678333333333335,62.55416666666667,63.12333333333333,62.82083333333333,64.2,63.02708333333333,51
0.0,56.192499999999995,55.02916666666667,55.44083333333334,53.87416666666667,56.100833333333334,55.8175,54.450833333333335,55.63416666666667,56.192499999999995,54.094166666666666,55.660833333333336,54.598333333333336,56.70583333333333,55.349999999999994,54.93666666666667,55.60666666666667,52
1.0,65.10833333333333,65.95333333333333,67.41,65.15333333333334,66.1,67.21666666666667,64.77,66.41166666666666,64.98833333333334,66.82333333333332,66.57666666666667,65.43833333333333,66.01666666666667,65.75166666666667,66.95,65.93416666666667,52
0.0,53.67375,52.59875,52.93625,51.47625,53.591249999999995,53.33625,52.00625,53.17125,53.67375,51.69625,53.15625,52.1725,54.16875,52.91,52.46,53.13,53
1.0,67.9925,68.87,70.225,68.005,69.035,69.99,67.71,69.3375,67.8125,69.675,69.475,68.3225,68.91,68.6825,69.7,68.84125,53
0.0,51.155,50.16833333333334,50.43166666666667,49.07833333333333,51.08166666666666,50.855000000000004,49.56166666666667,50.708333333333336,51.155,49.29833333333333,50.65166666666667,49.74666666666667,51.63166666666667,50.47,49.983333333333334,50.653333333333336,54
1.0,70.87666666666667,71.78666666666666,73.04,70.85666666666667,71.97,72.76333333333334,70.65,72.26333333333334,70.63666666666667,72.52666666666667,72.37333333333333,71.20666666666666,71.80333333333333,71.61333333333333,72.45,71.74833333333333,54
0.0,48.63625,47.73791666666667,47.927083333333336,46.680416666666666,48.57208333333333,48.37375,47.11708333333334,48.24541666666667,48.63625,46.90041666666667,48.147083333333335,47.32083333333334,49.09458333333333,48.03,47.50666666666667,48.17666666666667,55
1.0,73.76083333333334,74.70333333333333,75.855,73.70833333333333,74.905,75.53666666666666,73.59,75.18916666666667,73.46083333333334,75.37833333333333,75.27166666666666,74.09083333333334,74.69666666666666,74.54416666666667,75.2,74.65541666666665,55
0.0,46.1175,45.307500000000005,45.4225,44.2825,46.0625,45.8925,44.6725,45.7825,46.1175,44.5025,45.6425,44.895,46.557500000000005,45.589999999999996,45.03,45.7,56
1.0,76.64500000000001,77.62,78.67,76.56,77.84,78.31,76.53,78.11500000000001,76.285,78.22999999999999,78.17,76.975,77.59,77.475,77.95,77.5625,56
0.0,43.598749999999995,42.87708333333333,42.91791666666667,41.88458333333334,43.55291666666667,43.41125,42.22791666666667,43.31958333333334,43.598749999999995,42.10458333333334,43.13791666666667,42.469166666666666,44.02041666666667,43.150000000000006,42.55333333333334,43.223333333333336,57
1.0,79.52916666666667,80.53666666666666,81.485,79.41166666666666,80.77499999999999,81.08333333333333,79.47,81.04083333333332,79.10916666666667,81.08166666666666,81.06833333333333,79.85916666666665,80.48333333333332,80.40583333333333,80.7,80.46958333333332,57
0.0,41.08,40.44666666666667,40.41333333333334,39.486666666666665,41.04333333333334,40.93,39.78333333333334,40.85666666666667,41.08,39.70666666666667,40.63333333333334,40.04333333333334,41.483333333333334,40.71,40.07666666666667,40.74666666666667,58
1.0,82.41333333333333,83.45333333333333,84.3,82.26333333333334,83.71,83.85666666666665,82.41,83.96666666666667,81.93333333333334,83.93333333333334,83.96666666666667,82.74333333333333,83.37666666666667,83.33666666666666,83.45,83.37666666666667,58
0.0,38.56125,38.01625,37.908750000000005,37.088750000000005,38.53375,38.448750000000004,37.338750000000005,38.393750000000004,38.56125,37.30875,38.128750000000004,37.6175,38.94625,38.269999999999996,37.6,38.269999999999996,59
1.0,85.2975,86.37,87.11500000000001,85.11500000000001,86.645,86.63,85.35,86.8925,84.75750000000001,86.785,86.86500000000001,85.6275,86.27,86.2675,86.2,86.28375,59
