foot,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,timestamp
0.0,127.45,130.12,128.67,129.33,130.89,127.23,128.56,129.78,130.34,127.89,129.56,128.23,130.67,129.12,128.45,130.78,25
1.0,2.34,0.67,1.89,0.45,1.23,0.89,1.56,0.34,1.12,0.78,1.45,0.67,1.23,0.89,1.56,0.34,25
0.0,124.69083333333333,127.19375000000001,125.82749999999999,126.38583333333335,127.98291666666665,124.46125,125.67583333333333,126.89583333333333,127.46041666666667,125.015,126.68958333333333,125.36416666666666,127.79958333333332,126.24958333333333,125.59333333333332,127.85416666666667,26
1.0,4.715,3.147083333333333,4.385416666666666,2.908333333333333,3.688333333333333,3.4225,3.94875,2.849166666666666,3.5458333333333334,3.2941666666666665,3.922083333333333,3.128333333333333,3.688333333333333,3.348333333333333,4.055416666666666,2.8308333333333326,26
0.0,121.93166666666667,124.2675,122.98499999999999,123.44166666666668,125.07583333333332,121.69250000000001,122.79166666666667,124.01166666666667,124.58083333333333,122.14,123.81916666666667,122.49833333333332,124.92916666666666,123.37916666666666,122.73666666666665,124.92833333333334,27
1.0,7.09,5.624166666666666,6.8808333333333325,5.366666666666666,6.1466666666666665,5.954999999999999,6.3375,5.3583333333333325,5.971666666666667,5.808333333333333,6.394166666666666,5.586666666666666,6.1466666666666665,5.806666666666666,6.550833333333333,5.321666666666665,27
0.0,119.1725,121.34125,120.14249999999998,120.49750000000002,122.16874999999999,118.92375,119.9075,121.1275,121.70125,119.265,120.94875,119.6325,122.05874999999999,120.50875,119.88,122.0025,28
1.0,9.465,8.10125,9.37625,7.825,8.605,8.4875,8.72625,7.8675,8.3975,8.3225,8.866249999999999,8.045,8.605,8.265,9.04625,7.812499999999999,28
0.0,116.41333333333334,118.415,117.29999999999998,117.55333333333334,119.26166666666666,116.155,117.02333333333334,118.24333333333334,118.82166666666667,116.39,118.07833333333333,116.76666666666665,119.18833333333332,117.63833333333334,117.02333333333333,119.07666666666667,29
1.0,11.84,10.578333333333331,11.871666666666666,10.283333333333331,11.063333333333333,11.02,11.115,10.376666666666665,10.823333333333334,10.836666666666664,11.338333333333331,10.503333333333332,11.063333333333333,10.723333333333333,11.541666666666666,10.303333333333331,29
