foot,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,timestamp
0.0,0.78,1.56,0.34,1.12,0.89,1.23,0.67,1.45,0.78,1.34,0.56,1.23,0.89,1.67,0.45,1.12,75
1.0,128.56,130.12,129.34,127.89,130.67,128.23,129.45,130.78,127.12,129.56,130.34,128.89,129.67,130.23,127.45,129.89,75
0.0,3.17375,4.05625,2.820833333333333,3.611666666666667,3.4491666666666667,3.6220833333333333,3.192916666666666,3.849166666666666,3.2804166666666665,3.84875,2.9854166666666666,3.68375,3.4145833333333333,4.097083333333333,2.9454166666666666,3.642916666666667,76
1.0,125.79208333333334,127.17541666666668,126.52958333333333,124.99166666666667,127.75708333333333,125.37333333333332,126.56583333333332,127.88666666666667,124.31833333333334,126.685,127.46000000000001,125.97333333333331,126.79499999999999,127.28083333333332,124.71375,126.98749999999998,76
0.0,5.5675,6.5525,5.301666666666666,6.1033333333333335,6.008333333333333,6.014166666666666,5.715833333333332,6.248333333333333,5.780833333333333,6.357499999999999,5.410833333333333,6.137499999999999,5.939166666666666,6.524166666666666,5.440833333333333,6.1658333333333335,77
1.0,123.02416666666667,124.23083333333334,123.71916666666667,122.09333333333333,124.84416666666665,122.51666666666665,123.68166666666666,124.99333333333334,121.51666666666667,123.81,124.58,123.05666666666666,123.91999999999999,124.33166666666666,121.9775,124.08499999999998,77
0.0,7.96125,9.04875,7.7825,8.595,8.5675,8.40625,8.23875,8.647499999999999,8.28125,8.866249999999999,7.83625,8.59125,8.46375,8.95125,7.93625,8.68875,78
1.0,120.25625,121.28625000000001,120.90875,119.195,121.93124999999999,119.66,120.79749999999999,122.1,118.715,120.935,121.7,120.13999999999999,121.04499999999999,121.3825,119.24125000000001,121.18249999999999,78
0.0,10.354999999999999,11.545,10.263333333333332,11.086666666666666,11.126666666666667,10.798333333333334,10.761666666666665,11.046666666666665,10.781666666666665,11.374999999999998,10.261666666666667,11.045,10.988333333333333,11.378333333333332,10.431666666666665,11.211666666666666,79
1.0,117.48833333333333,118.34166666666667,118.09833333333333,116.29666666666667,119.01833333333332,116.80333333333333,117.91333333333333,119.20666666666666,115.91333333333334,118.06,118.82000000000001,117.22333333333333,118.16999999999999,118.43333333333332,116.505,118.27999999999999,79
0.0,12.748749999999998,14.041249999999998,12.744166666666665,13.578333333333333,13.685833333333333,13.190416666666668,13.284583333333332,13.445833333333331,13.28208333333333,13.883749999999997,12.687083333333334,13.49875,13.512916666666666,13.805416666666666,12.927083333333332,13.734583333333333,80
1.0,114.72041666666667,115.39708333333334,115.28791666666667,113.39833333333334,116.10541666666666,113.94666666666666,115.02916666666665,116.31333333333333,113.11166666666666,115.185,115.94,114.30666666666666,115.29499999999999,115.48416666666665,113.76875000000001,115.37749999999998,80
0.0,15.142499999999998,16.537499999999998,15.225,16.07,16.245,15.582500000000001,15.8075,15.844999999999999,15.782499999999999,16.3925,15.1125,15.9525,16.037499999999998,16.2325,15.4225,16.2575,81
1.0,111.9525,112.4525,112.4775,110.5,113.1925,111.08999999999999,112.14499999999998,113.42,110.31,112.31,113.06,111.38999999999999,112.41999999999999,112.535,111.0325,112.475,81
0.0,17.53625,19.033749999999994,17.70583333333333,18.561666666666667,18.804166666666667,17.97458333333333,18.330416666666665,18.244166666666665,18.282916666666665,18.901249999999997,17.537916666666664,18.40625,18.56208333333333,18.65958333333333,17.917916666666663,18.780416666666667,82
1.0,109.18458333333334,109.50791666666667,109.66708333333334,107.60166666666667,110.27958333333332,108.23333333333333,109.26083333333332,110.52666666666667,107.50833333333334,109.435,110.18,108.47333333333333,109.54499999999999,109.58583333333333,108.29625,109.57249999999999,82
